2025-10-24 07:26:02,963 - ArduinoPanel - WARNING - Command kann nicht gesendet werden - nicht verbunden: {'id': '07d6ad91-edff-4e13-8aef-0680f0a4cb37', 'command': 'pin_mode', 'pin': 'D2', 'mode': 'OUTPUT'}
2025-10-24 07:44:04,351 - ArduinoPanel - WARNING - Command kann nicht gesendet werden - nicht verbunden: {'id': '176b71cd-c61a-42b7-9244-498c575c1edc', 'command': 'pin_mode', 'pin': 'D10', 'mode': 'OUTPUT'}
2025-10-24 07:44:04,351 - ArduinoPanel - WARNING - Command kann nicht gesendet werden - nicht verbunden: {'id': '6b236b82-b1e9-43fa-b5c6-31aef6bd1ec2', 'command': 'pin_mode', 'pin': 'D11', 'mode': 'OUTPUT'}
2025-10-24 07:44:04,351 - ArduinoPanel - WARNING - Command kann nicht gesendet werden - nicht verbunden: {'id': '38f34f76-b144-4a51-a1bd-a801333c26f4', 'command': 'pin_mode', 'pin': 'D8', 'mode': 'OUTPUT'}
2025-10-24 07:44:04,351 - ArduinoPanel - WARNING - Command kann nicht gesendet werden - nicht verbunden: {'id': 'fb8ad060-985e-4f09-a0d5-a6382824b0b9', 'command': 'pin_mode', 'pin': 'D8', 'mode': 'OUTPUT'}
2025-10-24 07:44:04,352 - ArduinoPanel - WARNING - Command kann nicht gesendet werden - nicht verbunden: {'id': 'd240b639-c967-40df-ab4a-6fe8a8366bd9', 'command': 'pin_mode', 'pin': 'D9', 'mode': 'OUTPUT'}
2025-10-24 07:44:04,352 - ArduinoPanel - WARNING - Command kann nicht gesendet werden - nicht verbunden: {'id': '38ff9ae6-a34c-47f2-acec-bae506436576', 'command': 'pin_mode', 'pin': 'D9', 'mode': 'OUTPUT'}
2025-10-24 07:44:04,352 - ArduinoPanel - WARNING - Command kann nicht gesendet werden - nicht verbunden: {'id': 'f9ad5e85-babc-4a4b-aa62-130d3a5b9f8d', 'command': 'pin_mode', 'pin': 'D10', 'mode': 'OUTPUT'}
2025-10-24 07:44:04,352 - ArduinoPanel - WARNING - Command kann nicht gesendet werden - nicht verbunden: {'id': '333cf165-7f24-4c99-9aa0-42135fc216b7', 'command': 'pin_mode', 'pin': 'D10', 'mode': 'OUTPUT'}
2025-10-24 07:44:04,352 - ArduinoPanel - WARNING - Command kann nicht gesendet werden - nicht verbunden: {'id': 'c08cb985-3ec3-4ce7-b6e9-7625142be728', 'command': 'pin_mode', 'pin': 'D11', 'mode': 'OUTPUT'}
2025-10-24 07:44:04,352 - ArduinoPanel - WARNING - Command kann nicht gesendet werden - nicht verbunden: {'id': '17dc7d38-d965-4cec-aef0-64fc138ccd4f', 'command': 'pin_mode', 'pin': 'D11', 'mode': 'OUTPUT'}
2025-10-24 07:44:04,352 - ArduinoPanel - INFO - Richte Keyboard Shortcuts ein...
2025-10-24 07:44:12,824 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'cfg_pm_D13', 'command': 'pin_mode', 'pin': 'D13', 'mode': 'OUTPUT'}
2025-10-24 07:44:12,836 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'cfg_pm_D12', 'command': 'pin_mode', 'pin': 'D12', 'mode': 'OUTPUT'}
2025-10-24 07:44:12,856 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'cfg_pm_D11', 'command': 'pin_mode', 'pin': 'D11', 'mode': 'OUTPUT'}
2025-10-24 07:44:12,876 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'cfg_pm_D10', 'command': 'pin_mode', 'pin': 'D10', 'mode': 'OUTPUT'}
2025-10-24 07:44:12,896 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'cfg_pm_D9', 'command': 'pin_mode', 'pin': 'D9', 'mode': 'OUTPUT'}
2025-10-24 07:44:12,917 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'cfg_pm_D8', 'command': 'pin_mode', 'pin': 'D8', 'mode': 'OUTPUT'}
2025-10-24 07:45:16,381 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '6a52e3fc-2e5b-4dbc-a330-3665439a7d6e', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:16,489 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '75b6779d-183c-4747-9d86-27dc9a41173e', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:16,589 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'f7eb6630-2e07-4ffd-a01c-0ab3f9bab545', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:16,690 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '920ce84a-3c36-4faa-ac2a-2642c92a1f83', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:16,791 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '481738f9-54be-4e97-b35e-2b8f8f5ff4a5', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:16,891 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '23ed9dd2-9b68-483f-909b-f59ddc8e099d', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:16,992 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '5aa85aa8-d8a2-44c5-be5a-821296c3445c', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:17,092 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'bc4a6db5-03de-4a20-8556-808e7ce95023', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:17,193 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '6c5d2b2a-431a-4a47-900e-bed4227908e1', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:17,293 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'd10e688c-b79c-42fe-b41d-376b328c6331', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:17,395 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '1db59767-e736-43ea-a653-da0afe1bf5f6', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:17,495 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '97599321-ec8e-4820-a11d-40c91dfae11a', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:17,596 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '78715a62-45d8-4be6-9278-0c3a3ae1365f', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:17,699 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '3d500368-be95-4efd-a30b-1dc921350c02', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:17,799 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'd7eb2235-0b67-40c2-80aa-db8ff71490b0', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:17,899 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'b6de469f-cd28-4b02-aec7-1fe43db8401a', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:18,000 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'b6820e3b-5b20-491c-89ec-4a4fe02a172b', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:18,101 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'a1cad6e8-65de-4bf7-ba36-d87f7b728c97', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:18,202 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'b634d403-01ae-409b-924c-b9ae6cfab035', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:18,303 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'e4ee24fb-347c-4636-b4b3-b3497d8c1795', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:18,404 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '16941e64-672a-4faf-a3b6-dca9932421c2', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:18,504 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '2e962932-79ae-4f5a-8c97-24308f139df7', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:18,605 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'c95b538b-4ae0-487c-886c-b8791ba44d31', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:18,706 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'cf3c5c61-8ca6-4e5b-be26-36843db16027', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:18,808 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '1609470c-edd8-42f3-9454-e0b9667761ae', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:18,908 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'a97e3755-c141-4b87-ac4f-9298d067bbd9', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:19,009 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '2d6aec9d-3022-4cdb-b26a-800eaf5a5daf', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:19,109 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '5b321172-69e3-447f-bd64-a4daecde55f9', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:19,210 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '6f13c737-babc-4b19-94f5-08521dc20d71', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:19,310 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'a9e581f1-ad4b-4c4b-9ccc-8dd5871f9101', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:19,413 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'ab9f812a-d161-46a9-96f0-accd2922911a', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:19,513 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '641827b6-0c2d-4381-9d3f-d17411570890', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:19,614 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '1f5d96ab-88b6-425f-8fa0-e9c4dd4383f4', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:19,714 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'dd389ae7-4c53-434e-8c2e-e0e090629d9a', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:19,815 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'ccd3bdf2-6e59-40d5-8833-00ecb8139d60', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:19,916 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'c703d60a-37ca-44c4-8961-c55702463741', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:20,018 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '36835223-b34f-415b-bfe7-6278355bffdf', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:20,118 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '0585e687-a035-480c-990c-290437c27f79', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:20,218 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'dca948f9-bf63-42bd-b161-f52eb9b6a8be', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:20,319 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'ce811b12-b024-45a4-a234-65ec15b027d4', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:20,421 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '40522302-fede-4b1c-a793-718d3fa3eb6d', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:20,521 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '3e19d0e8-1cfa-4548-b44f-d7b210bf88c4', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:20,622 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '4dc5b943-71e4-4f61-8039-402c342a15c5', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:20,723 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '04f3480a-8739-4b18-a532-bf9a9552bbe0', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:20,823 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '73ce86c9-d11d-4126-8215-5cb75836840a', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:20,924 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '7dd4ed9c-403f-491f-a584-292ee68dc9da', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:21,025 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '3b46d267-b416-4a18-a127-4fe87c7fffdb', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:21,126 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'eb19f952-d870-40e6-bcfb-5069a5b8c97a', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:21,227 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'e372309b-ab0d-4b88-9a8d-409be289365c', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:21,327 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'd33ea23d-e17a-49be-b4f0-66cc99a02c5e', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:21,428 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '73b5f731-c3ea-4352-9131-433776c813cc', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:21,528 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '0f35cd73-4c0d-42e2-8b46-365c7473fe2f', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:21,630 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '17b08c53-5fab-4238-851c-b679128b881c', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:21,730 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'd481baf1-18c5-43d8-a6b7-aab29f25180e', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:21,832 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '37211e7d-4c2d-4538-a10c-c601b86ab45b', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:21,933 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '13feaea6-2125-43b6-818e-8d1aac91e92a', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:22,033 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'a21f5a96-8b52-451a-9b20-8e1e18a8d837', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:22,133 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '85e3595c-5441-4027-ae26-bafcb27f3180', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:22,235 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '71ccd3f6-39da-406c-8cc3-1c0e366bd50e', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:22,336 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '3f82c008-9280-489e-a597-155eef716bb7', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:22,437 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '6b7aa9e8-df8e-4173-9e31-2e60b0b159b2', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:22,537 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '01826e23-daaa-4d3f-b53f-c6780eddc8e5', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:22,638 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '863c845c-9e70-4f06-b00e-fce9a7eae075', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:22,739 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'f16f0d28-4f94-434e-8d29-306be79aedad', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:22,839 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '2ab8da75-72de-41bd-b3e8-a0fa0da7c12f', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:22,941 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '20033f56-a313-4115-b5f5-f3d962939b82', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:23,042 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '34fb0447-0762-403f-97b7-4651d4750a97', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:23,143 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '10e6ec7e-f3b1-459f-bd16-f9edbedca62a', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:23,243 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'c0a3374d-f6e9-4607-81a3-506f3960a5b9', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:23,344 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'c224436a-e01c-4881-982c-be797c7733fc', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:23,444 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'b9addfbe-f702-45f0-8633-6a9c77369e80', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:23,545 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '301cbb2c-96eb-4600-a6bf-6a376b2edf2d', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:23,647 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '35d65acb-0827-42f2-80b3-5baf645e3dd9', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:23,747 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'c4da74ab-a576-4940-b4fd-704c666ac743', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:23,848 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '71d3a6e9-5e5e-40fe-99da-068bebea8a61', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:23,948 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'f1cfa9e9-49ae-4943-a0e7-64e80fe782da', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:24,049 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '6a759a50-6c68-4fb0-99d2-819dd56cc456', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:24,151 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '7959fc3c-5706-4b98-b005-8340ba6963e8', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:24,251 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '38b8e1ae-fbee-4c7c-a366-5981dbe9c6b8', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:24,352 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'ea8fc545-1269-44e1-b1b9-d8172fb807cc', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:24,455 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'eb677c69-5454-498c-9216-d1c4a71e8884', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:24,554 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'd393537f-f55a-496e-8650-c8e62b0d8400', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:24,654 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '8efd4cb8-8f15-4b51-9128-6cd613fd698a', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:24,755 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '351f881b-e803-4528-a17b-c8c029eaf838', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:24,859 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'f44e7fd1-ddcb-4d61-b46b-738d233019fd', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:24,955 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '6912eab6-47ca-4049-b5e2-e4cd34bed522', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:25,057 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'ad0c93b9-bc8d-4075-a57b-b494796eb9a9', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:25,158 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '4ec3af34-c756-4b15-8b07-62e19c8125de', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:25,260 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '4d0d60ea-de60-47a4-a790-340a6303213f', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:25,361 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'fc8bbbf4-5804-4a20-b97f-0ef7b9b714e0', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:25,461 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '4210e943-6fab-47b4-af0a-d66a1068c450', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:25,562 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '916cb431-5ee3-4511-a939-3977f6c71cbe', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:25,662 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'aa1dcef3-75e2-4467-b616-ea5eb63e7670', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:25,763 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '7dad630c-c5c6-4850-995a-b74e13711731', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:25,864 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'dd27f905-c613-46a3-ae13-a3a206eba927', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:25,966 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '4fa0ccf5-19d8-4336-a18b-a2b379bb0ebb', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:26,068 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'aa0be3db-10e5-4b77-ba71-61a86b9fd77f', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:26,168 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'f200741d-3028-4e7c-bfcb-ff2bc4825079', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:26,269 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '30379cb9-e8b7-4905-93dd-e7db283d7a57', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:26,370 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '9c2837af-ef09-42a5-a94f-83d7130428ba', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:26,471 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '26272726-efbf-4711-a1e2-4a182ef97ce4', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:26,573 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'cab480f9-6f11-4e35-8903-f04acf2032fe', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:26,673 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '58b12397-a5fd-46e4-a0c7-f8f45534c1dc', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:26,774 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'b90067fa-5ef7-4432-a2dc-4929eb72c61c', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:26,875 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '251bdd46-8420-4316-94f2-79e8bdc67b0a', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:26,975 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '8cfcd6c0-21a0-4fad-8206-808f944eda32', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:27,077 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'bf4820bc-2d43-4525-9975-0e13fb09790a', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:27,178 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '5cca6ab0-034f-4704-b7e4-86ba0fb883d9', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:27,278 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '1e64650d-157d-4c54-b654-281dfb91b80f', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:27,379 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '7622be97-3412-4058-8c62-6f2c959c72b4', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:27,479 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '3c35425e-80b1-4424-97c2-c4289f49fdec', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:27,581 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'c5a03a9e-a040-4968-9a34-c13376120af3', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:27,682 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '48ff4c24-4e24-43d1-9828-4708acb04ccd', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:27,782 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '58239501-ff13-4c17-927e-d9d574a11cc3', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:27,884 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '16f4bf70-02ee-478c-9058-19a4eec16fb0', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:27,985 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '78ed9df9-bd8c-4cfd-a229-7f86ecede437', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:28,086 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '66f96f79-1c09-4fd8-8136-c14024102729', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:28,187 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'd1840afb-d3f5-41b8-8278-616adeca16b3', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:28,287 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '90030b0b-aab9-4fc2-b641-29fd73423702', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
